rxnid,Reactant1,Reactant2,Product,Additive,Solvent,Yield
train393,O=C1CNCCN1,FC(F)(F)c1cccnc1Cl,O=C1CN(c2ncccc2C(F)(F)F)CCN1,CCN(C(C)C)C(C)C,CN(C)C=O,0.3
train394,CC(C)(C)OC(=O)N1CCNCC1,Clc1nccc2sc(Br)cc12,CC(C)(C)OC(=O)N1CCN(c2nccc3sc(Br)cc23)CC1,O=C([O-])[O-].[K+].[K+],CS(C)=O,0.25
train395,CC(C)(C)OC(=O)N1CCNCC1,Fc1cc(Br)ccc1OCCCN1CCCCC1,CC(C)(C)OC(=O)N1CCN(c2ccc(OCCCN3CCCCC3)c(F)c2)CC1,CC(C)(C)[O-].[Na+],Cc1ccccc1,0.54
train396,CC(C)(C)OC(=O)N1CCNCC1,Clc1nccc2scc(Br)c12,CC(C)(C)OC(=O)N1CCN(c2nccc3scc(Br)c23)CC1,O=C([O-])[O-].[K+].[K+],CS(C)=O,0.34
train397,C1CCNC1,COc1ccc(Nc2nc(Cl)nc(NC3CCCCCC3)n2)cc1F,COc1ccc(Nc2nc(NC3CCCCCC3)nc(N3CCCC3)n2)cc1F,[Na+].[OH-],C1CCOC1.O,0.56
train398,CC1CNCC(C)O1,Cn1ncc2c3nn(-c4cccc(F)c4)c(Cl)c3c(Cl)nc21,CC1CN(c2nc3c(cnn3C)c3nn(-c4cccc(F)c4)c(Cl)c23)CC(C)O1,Cl,CCOC(C)=O.CN(C)C=O.O,0.69
train399,O=C1CCCN1,CC(C)(C)OC(=O)c1cc(Br)cc(I)c1,CC(C)(C)OC(=O)c1cc(Br)cc(N2CCCC2=O)c1,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.O=C([O-])[O-].[Cs+].[Cs+],C1COCCO1,0.14
train400,c1cc2c(cn1)CCN2,Fc1cnc2ccccc2c1I,Fc1cnc2ccccc2c1N1CCc2cnccc21,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.O=C([O-])[O-].[Cs+].[Cs+],C1CCOC1,0.67
train401,COc1ccc(CNc2ccc(F)c(Cl)c2)cc1OC,O=[N+]([O-])c1cc2c(Cl)ncnc2cc1F,COc1ccc(CN(c2ccc(F)c(Cl)c2)c2ncnc3cc(F)c([N+](=O)[O-])cc23)cc1OC,O=C([O-])[O-].[K+].[K+],CC#N.CC#N.O,0.88
train402,CC(C)(C)OC(=O)N1CCNCC1,Cc1cc(F)ccc1Br,Cc1cc(F)ccc1N1CCN(C(=O)OC(C)(C)C)CC1,CC(C)(C)[O-].Cc1ccccc1P(c1ccccc1C)c1ccccc1C.[Na+],Cc1ccccc1,0.34
train403,O=C1CCC(c2ccccc2)CN1,CC(C)(C)OC(=O)c1cc(Br)cc(I)c1,CC(C)(C)OC(=O)c1cc(Br)cc(N2CC(c3ccccc3)CCC2=O)c1,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.O=C([O-])[O-].[Cs+].[Cs+],Cc1ccccc1,0.51
train404,C1COCCN1,O=S(=O)(c1ccc(Br)cc1)C1(F)CCN(CCc2ccc(F)cc2F)CC1,O=S(=O)(c1ccc(N2CCOCC2)cc1)C1(F)CCN(CCc2ccc(F)cc2F)CC1,CC(=O)[O-].CC(=O)[O-].O=C([O-])[O-].[Cs+].[Cs+].[Pd+2].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,Cc1ccccc1,0.7
train405,CN1CCNCC1,Clc1ncnc2ccc(Br)cc12,CN1CCN(c2ncnc3ccc(Br)cc23)CC1,CCN(C(C)C)C(C)C,CN(C)C=O,0.73
train406,CN1CCNCC1,Clc1ccnc2ccc(Br)cc12,CN1CCN(c2ccnc3ccc(Br)cc23)CC1,CCN(C(C)C)C(C)C,CC(C)O,0.792
train407,O=C1NCCN1c1ccc(C(F)(F)F)cc1,COC(=O)c1cc(I)ccc1F,COC(=O)c1cc(N2CCN(c3ccc(C(F)(F)F)cc3)C2=O)ccc1F,CNCCNC.O=P([O-])([O-])[O-].[K+].[K+].[K+],C1COCCO1,0.984
train408,O=C1NCCN1c1ccc(C(F)(F)F)cc1,COC(=O)c1cc(I)ccc1F,COC(=O)c1cc(N2CCN(c3ccc(C(F)(F)F)cc3)C2=O)ccc1F,CNCCNC.O=P([O-])([O-])[O-].[Cu+2].[I-].[I-].[K+].[K+].[K+],C1COCCO1,0.984
train409,CC(C)(C)OC(=O)NC1CCNCC1,FC(F)(F)c1ccc(Cl)nc1Cl,CC(C)(C)OC(=O)NC1CCN(c2ccc(C(F)(F)F)c(Cl)n2)CC1,O=C([O-])[O-].[Cs+].[Cs+],C1COCCO1,0.53
train410,CC(C)c1cc[nH]n1,FC(F)(F)c1ccc(Cl)nc1,CC(C)c1ccn(-c2ccc(C(F)(F)F)cn2)n1,[Na+].[OH-],CN1CCCC1=O,0.8
train411,CC(C)(C)c1cc[nH]n1,FC(F)(F)c1ccc(Cl)nc1,CC(C)(C)c1ccn(-c2ccc(C(F)(F)F)cn2)n1,Cl.[Na+].[OH-],CN1CCCC1=O.CN1CCCC1=O.O,0.87
train412,C1CCC(N2CCNCC2)CC1,Nc1nc(-c2cc(Cl)cs2)c(Br)s1,Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.85
train413,CC(C)(C)OC(=O)N1CCNCC1,FC(F)(F)c1ccc(Cl)nc1Cl,CC(C)(C)OC(=O)N1CCN(c2ccc(C(F)(F)F)c(Cl)n2)CC1,CCN(C(C)C)C(C)C,CC#N,0.85
train414,C1COCCN1,CC(C)(C)OC(=O)c1c(Br)c2ccccc2n1Cc1ccc(Cl)c(Cl)c1,CC(C)(C)OC(=O)c1c(N2CCOCC2)c2ccccc2n1Cc1ccc(Cl)c(Cl)c1,CC(C)(C)[O-].O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[K+].[Pd].[Pd].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,Cc1ccccc1,0.33
train415,CC1CNCCN1,Fc1ccc(Br)cc1,CC1CN(c2ccc(F)cc2)CCN1,CC(=O)[O-].CC(=O)[O-].CC(C)(C)[O-].[Na+].[Pd+2].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,Cc1ccccc1,0.77
train416,CC(C)(C)OC(=O)C1(S(=O)(=O)N2CCNCC2)CCOCC1,FC(F)C(F)(F)Oc1ccc(Br)cc1,CC(C)(C)OC(=O)C1(S(=O)(=O)N2CCN(c3ccc(OC(F)(F)C(F)F)cc3)CC2)CCOCC1,CC(C)(C)[O-].[Na+],Cc1ccccc1,0.86
train417,COC[C@@H]1CCCN1,CCN1CCCC1CNc1nc(Cl)nc(Nc2ccc(OC)c(F)c2)n1,CCN1CCCC1CNc1nc(Nc2ccc(OC)c(F)c2)nc(N2CCC[C@H]2COC)n1,CCN(C(C)C)C(C)C,C1COCCO1.CC#N,0.276
train418,Cc1nc(C#Cc2ccnc(Cl)c2)c[nH]1,FC(F)(F)c1ccnc(Cl)n1,Cc1nc(C#Cc2ccnc(Cl)c2)cn1-c1nccc(C(F)(F)F)n1,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.76
train419,O=S1(=O)CCCCN1,CC(C)(C)OC(=O)c1cc(Br)cc(I)c1,CC(C)(C)OC(=O)c1cc(Br)cc(N2CCCCS2(=O)=O)c1,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.O=C([O-])[O-].[Cs+].[Cs+],Cc1ccccc1,0.58
train420,CC(C)(C)OC(=O)C1(S(=O)(=O)N2CCNCC2)CCOCC1,Clc1ncc(Br)cn1,CC(C)(C)OC(=O)C1(S(=O)(=O)N2CCN(c3ncc(Br)cn3)CC2)CCOCC1,CCN(CC)CC,Cc1ccccc1,0.99
train421,C1CSCCN1,Cc1cc(F)ccc1-c1cc(Cl)ncc1C(=O)NC(C)(C)C,Cc1cc(F)ccc1-c1cc(N2CCSCC2)ncc1C(=O)NC(C)(C)C,O=C([O-])[O-].[K+].[K+],CS(C)=O,0.9
train422,CC(C)(C)OC(=O)N1CC2CNCC2C1,Clc1ccc(Br)cn1,CC(C)(C)OC(=O)N1CC2CN(c3ccc(Cl)nc3)CC2C1,CC(C)(C)[O-].[Na+],Cc1ccccc1,0.42
train423,CC(C)(C)OC(=O)[C@@H]1CCCN1,O=[N+]([O-])c1ccc(F)cc1Cl,CC(C)(C)OC(=O)[C@@H]1CCCN1c1ccc([N+](=O)[O-])c(Cl)c1,CCN(C(C)C)C(C)C,CS(C)=O,0.9
train424,C1CNCCN1,Fc1cccc2c(-c3ccccc3)nc(Cl)nc12,Fc1cccc2c(-c3ccccc3)nc(N3CCNCC3)nc12,Cl.[Na+].[OH-],CCOCC.ClCCl,0.43
train425,COc1ncccc1-c1cc([C@@H]2CCCN2)on1,Fc1cnc(Cl)nc1Nc1cc(C2CC2)[nH]n1,COc1ncccc1-c1cc([C@@H]2CCCN2c2ncc(F)c(Nc3cc(C4CC4)[nH]n3)n2)on1,CCN(C(C)C)C(C)C,CCCCCCO,0.35
train426,c1csc(-c2cc(C3CCCN3)on2)n1,Cc1cc(Nc2nc(Cl)ncc2F)n[nH]1,Cc1cc(Nc2nc(N3CCC[C@H]3c3cc(-c4nccs4)no3)ncc2F)n[nH]1,CCN(C(C)C)C(C)C,CCCCCCO,0.25
train427,C1COCCN1,CC(C)OC(=O)N1CCC(Oc2ncnc(Nc3ccc(I)cc3F)c2C#N)CC1,CC(C)OC(=O)N1CCC(Oc2ncnc(Nc3ccc(N4CCOCC4)cc3F)c2C#N)CC1,O=C(O)[C@@H]1CCCN1.O=C([O-])[O-].[Cu+2].[I-].[I-].[K+].[K+],CS(C)=O,0.45
train428,CN1CCNCC1,O=[N+]([O-])c1c(F)c(Cl)cc2c1[nH]c1cnccc12,CN1CCN(c2c(Cl)cc3c([nH]c4cnccc43)c2[N+](=O)[O-])CC1,CCN(C(C)C)C(C)C,CS(C)=O,0.91
train429,OC[C@@H]1CCCN1,Cc1cc(F)ccc1-c1cc(Cl)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Cc1cc(F)ccc1-c1cc(N2CCC[C@H]2CO)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,O=C([O-])[O-].[K+].[K+],CS(C)=O,0.78
train430,OCC1CCNCC1,Cc1cc(F)ccc1-c1cc(Cl)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Cc1cc(F)ccc1-c1cc(N2CCC(CO)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,O=C([O-])[O-].[Cl-].[K+].[K+].[Li+],CS(C)=O,0.74
train431,CNc1ccc(OC)cc1,FCc1nc(Cl)c2ccccc2n1,COc1ccc(N(C)c2nc(CF)nc3ccccc23)cc1,Cl,CC(C)O.O,0.67
train432,C[C@@H]1CNCCN1,Cc1cc(F)ccc1-c1cc(Cl)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Cc1cc(F)ccc1-c1cc(N2CCN[C@H](C)C2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,O=C([O-])[O-].[K+].[K+],CS(C)=O,0.51
train433,O=C1CCCN1,Cc1ccc(S(=O)(=O)Oc2c(-c3noc(Cc4ccc(F)cc4)n3)nc(Br)c3cccnc23)cc1,Cc1ccc(S(=O)(=O)Oc2c(-c3noc(Cc4ccc(F)cc4)n3)nc(N3CCCC3=O)c3cccnc23)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],Cc1ccccc1,0.31
train434,OC[C@H]1NCC[C@@H]1O,Cc1cc(F)ccc1-c1cc(Cl)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Cc1cc(F)ccc1-c1cc(N2CC[C@H](O)[C@H]2CO)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,O=C([O-])[O-].[K+].[K+],CS(C)=O,0.67
train435,C[C@@H]1CN(Cc2ccccc2)CCN1,Cc1cc(F)ccc1-c1cc(Cl)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Cc1cc(F)ccc1-c1cc(N2CCN(Cc3ccccc3)C[C@H]2C)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,[Na+].[OH-],Cc1ccccc1.O,0.37
train436,OC1CCNCC1,FC(F)(F)c1ccc(Cl)nc1,OC1CCN(c2ccc(C(F)(F)F)cn2)CC1,CCN(C(C)C)C(C)C,CN1CCCC1=O,0.49
train437,OC1CCNCC1,FC(F)(F)c1ccc(Cl)nc1,OC1CCN(c2ccc(C(F)(F)F)cn2)CC1,CCN(C(C)C)C(C)C,CC(C)O,0.62
train438,OC1CCNCC1,Clc1ccc(Br)cn1,OC1CCN(c2ccc(Br)cn2)CC1,CCN(C(C)C)C(C)C,CC(C)O,0.27
train439,CC(C)(C)OC(=O)N1CCNCC1,Cc1ccc2c(Br)c(F)ccc2n1,Cc1ccc2c(N3CCN(C(=O)OC(C)(C)C)CC3)c(F)ccc2n1,CC(=O)[O-].CC(=O)[O-].O=C([O-])[O-].[Cs+].[Cs+].[Pd+2].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,Cc1ccccc1,0.65
train440,C1COCCN1,Brc1ccc(I)cc1,Brc1ccc(N2CCOCC2)cc1,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.99
train441,C1COCCN1,Brc1ccc(I)cc1,Brc1ccc(N2CCOCC2)cc1,O=C(O)[C@@H]1CCCN1.[Cu+2].[I-].[I-],CS(C)=O,0.88
train442,C1COCCN1,Brc1ccc(I)cc1,Brc1ccc(N2CCOCC2)cc1,CC(C)(C)[O-].[Na+],C1CCOC1,0.05
train443,c1c[nH]cn1,N#Cc1cc(Br)ccc1F,N#Cc1cc(Br)ccc1-n1ccnc1,O=C([O-])[O-].[K+].[K+],CS(C)=O,0.98
train444,O=C1CCCN1,Clc1ccc(I)cn1,O=C1CCCN1c1ccc(Cl)nc1,O=C([O-])[O-].[K+].[K+],C1COCCO1,0.974
train445,CC1CCNCC1,Fc1cc(F)c(-c2c(Cl)nc3ncncc3c2Cl)c(F)c1,CC1CCN(c2nc3ncncc3c(Cl)c2-c2c(F)cc(F)cc2F)CC1,CCN(CC)CC,ClCCl,0.85
train446,CCOC(=O)Nc1ccc(Cl)cc1Cl,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c(C(F)(F)F)c1,CCOC(=O)N(c1ccc(Cl)cc1Cl)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,[H-].[Na+],C1CCOC1,0.72
train447,C1COCCN1,O=Cc1cc(Br)ccc1F,O=Cc1cc(Br)ccc1N1CCOCC1,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.9
train448,C1COCCN1,O=[N+]([O-])c1ccc(F)c(Cl)c1,O=[N+]([O-])c1ccc(N2CCOCC2)c(Cl)c1,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.91
train449,C1COCCN1,O=[N+]([O-])c1ccc(F)c(Cl)c1,O=[N+]([O-])c1ccc(N2CCOCC2)c(Cl)c1,O=C([O-])[O-].[K+].[K+],CN(C)C=O.CN(C)C=O,0.78
train450,C1CCNC1,O=Cc1cc(Br)ccc1F,O=Cc1cc(Br)ccc1N1CCCC1,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.74
train451,CC1CCNCC1,Cc1cc(Cl)nc2ccc(Br)cc12,Cc1cc(N2CCC(C)CC2)nc2ccc(Br)cc12,CCN(CC)CC,C1COCCO1,1
train452,CC1CCCN1,O=Cc1cc(Br)ccc1F,CC1CCCN1c1ccc(Br)cc1C=O,O=C([O-])[O-].[Na+].[Na+],CS(C)=O.O,0.85
train453,CC1CNCCN1,FC(F)(F)c1ccc(Cl)nc1,CC1CN(c2ccc(C(F)(F)F)cn2)CCN1,CCN(CC)CC,Cc1ccccc1,0.96
train454,COC(=O)[C@H]1CNCCN1C(=O)OC(C)(C)C,FC(F)(F)c1ccc(Br)nc1,COC(=O)[C@H]1CN(c2ccc(C(F)(F)F)cn2)CCN1C(=O)OC(C)(C)C,CC(C)(C)[O-].CC(C)c1cccc(C(C)C)c1-n1cc[n+](-c2c(C(C)C)cccc2C(C)C)c1.[Cl-].[Na+],Cc1ccccc1,0.58
train455,CCOC(=O)c1[nH]c2ccc(-c3ccc(C(C)(C)C)cc3)cc2c1-c1ccc(OC(C)C)cc1,FC(F)(F)c1ccc(Br)nc1,CCOC(=O)c1c(-c2ccc(OC(C)C)cc2)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2n1-c1ccc(C(F)(F)F)cn1,O=P([O-])([O-])[O-].[K+].[K+].[K+],Cc1ccccc1,0.28
train456,CN(C)C1CCNCC1,O=S(=O)(c1ccc(F)cc1)c1cnc2c(Cl)cccc2c1,CN(C)C1CCN(c2cccc3cc(S(=O)(=O)c4ccc(F)cc4)cnc23)CC1,CC(C)(C)[O-].[Na+],C1COCCO1,0.55
train457,CN1CCN(c2ncccc2CC2CCNC2=O)CC1,FC(F)(F)c1ccc(Br)cc1,CN1CCN(c2ncccc2CC2CCN(c3ccc(C(F)(F)F)cc3)C2=O)CC1,O=C([O-])[O-].[Cs+].[Cs+],C1COCCO1,0.54
train458,C1CNCCN1,FC(F)(F)c1ccc(Br)cn1,FC(F)(F)c1ccc(N2CCNCC2)cn1,CC(C)(C)[O-].[Na+].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,Cc1ccccc1,0.36
train459,C1CNCCN1,NC(=O)c1ccc(C(F)(F)F)nc1Cl,NC(=O)c1ccc(C(F)(F)F)nc1N1CCNCC1,[Na+].[OH-],CC#N.O,0.51
train460,CC(C)(C)OC(=O)N1CCNCC1,O=C(O)C1(c2ccc(Br)cc2F)CC1,CC(C)(C)OC(=O)N1CCN(c2ccc(C3(C(=O)O)CC3)c(F)c2)CC1,CC(C)(C)[O-].Cl.[Cl-].[NH4+].[Na+],C1COCCO1.C1COCCO1.O,0.52
train461,Cc1cc[nH]n1,CC(Oc1cc(I)cnc1N)c1c(Cl)ccc(F)c1Cl,Cc1ccn(-c2cnc(N)c(OC(C)c3c(Cl)ccc(F)c3Cl)c2)n1,NC1(N)CCCCC1.O=P([O-])([O-])[O-].[K+].[K+].[K+],CCCCCCCCCCCC.CS(C)=O,0.342
train462,C1CCNCC1,Cc1nc2ccc(Br)cc2c(-c2ccccc2)c1C(=O)C(F)(F)F,Cc1nc2ccc(N3CCCCC3)cc2c(-c2ccccc2)c1C(=O)C(F)(F)F,O=C([O-])[O-].[Cs+].[Cs+],C1COCCO1.CC(C)(C)O,0.74
train463,C1COCCN1,Clc1ccnc2ccc(Br)cc12,Brc1ccc2nccc(N3CCOCC3)c2c1,CCN(C(C)C)C(C)C,CC(C)O,0.8272
train464,C1COCCN1,Nc1nc(Cl)cc(Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)n1,Nc1nc(Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)cc(N2CCOCC2)n1,CCN(C(C)C)C(C)C,CCCCC(CC)CO,0.22
train465,CCNCC,Clc1ccnc2ccc(Br)cc12,CCN(CC)c1ccnc2ccc(Br)cc12,O=C([O-])[O-].[K+].[K+],CCO,0.174
train466,c1cn[nH]c1,FC(F)=CCCSc1nccc(Cl)n1,FC(F)=CCCSc1nccc(-n2cccn2)n1,O=C([O-])[O-].[Cs+].[Cs+],CC#N,0.75
train467,C1CN[C@H]2CNC[C@H]2C1,Nc1nc(Cl)cc(Nc2ccc(Oc3cccc4onc(N)c34)c(F)c2)n1,Nc1nc(Nc2ccc(Oc3cccc4onc(N)c34)c(F)c2)cc(N2C[C@H]3CCCN[C@H]3C2)n1,CCN(C(C)C)C(C)C,CCCCC(CC)CO,0.14
train468,C1CN[C@H]2CNC[C@H]2C1,Nc1nc(Cl)cc(Nc2ccc(Oc3ccc4[nH]ncc4c3)c(F)c2)n1,Nc1nc(Nc2ccc(Oc3ccc4[nH]ncc4c3)c(F)c2)cc(N2C[C@H]3CCCN[C@H]3C2)n1,CCN(C(C)C)C(C)C,CCCCC(CC)CO,0.93
train469,O=C1NCCO1,N#Cc1ccc(F)cc1Br,N#Cc1ccc(F)cc1N1CCOC1=O,O=C([O-])[O-].[K+].[K+],C1COCCO1,0.5
train470,O=C1CCCN1,N#Cc1ccc(F)cc1Br,N#Cc1ccc(F)cc1N1CCCC1=O,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.O=C([O-])[O-].[Cs+].[Cs+],C1COCCO1,0.87
train471,O=C1CCCN1,N#Cc1ccc(F)cc1Br,N#Cc1ccc(F)cc1N1CCCC1=O,O=C([O-])[O-].[Cs+].[Cs+],C1COCCO1,0.87
train472,C1CNCCN1,Nc1nc(Cl)cc(Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)n1,Nc1nc(Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)cc(N2CCNCC2)n1,CCN(C(C)C)C(C)C,CCCCO,0.44
train473,C1CNCCN1,Cc1cc(C(F)(F)F)cc(Cl)n1,Cc1cc(C(F)(F)F)cc(N2CCNCC2)n1,CCN(CC)CC,C1COCCO1,0.702
train474,CC1(C)C[C@@H]2C[C@@](C)(CN2)C1,Fc1ccccc1Cn1nc(-c2ncc(Br)cn2)c2cccnc21,CC1(C)C[C@@H]2C[C@@](C)(CN2c2cnc(-c3nn(Cc4ccccc4F)c4ncccc34)nc2)C1,CC(C)(C)[O-].[K+],Cc1ccccc1,0.2
train475,C1CCNCC1,CCOC(=O)c1c(Cl)c2cc(Br)ccc2n1-c1ccc(OC(C)C)cc1,CCOC(=O)c1c(Cl)c2cc(N3CCCCC3)ccc2n1-c1ccc(OC(C)C)cc1,O=C([O-])[O-].[Cs+].[Cs+],Cc1ccccc1,0.37
train476,C1COCCN1,CC1(C)C(=O)N(c2ccc(Br)cc2)C(=O)N1Cc1ccnc(Cl)c1,CC1(C)C(=O)N(c2ccc(N3CCOCC3)cc2)C(=O)N1Cc1ccnc(Cl)c1,O=C([O-])[O-].[Cs+].[Cs+],C1COCCO1,0.18
train477,CCOC(=O)C1CCNCC1,FC(F)(F)c1cccnc1Cl,CCOC(=O)C1CCN(c2ncccc2C(F)(F)F)CC1,O=C([O-])[O-].[K+].[K+],CC#N,0.75
train478,CN1CCNCC1,N#Cc1cc(F)cc(Cl)c1,CN1CCN(c2cc(Cl)cc(C#N)c2)CC1,O=C([O-])[O-].[K+].[K+],CS(C)=O,0.93
train479,C1CCN(C2CCNCC2)CC1,Clc1ncc(Br)cn1,Brc1cnc(N2CCC(N3CCCCC3)CC2)nc1,O=C([O-])[O-].[Cs+].[Cs+],CN(C)C=O,0.69
train480,c1ccc(Nc2cccc3ccccc23)cc1,Brc1ccc(I)cc1,Brc1ccc(N(c2ccccc2)c2cccc3ccccc23)cc1,CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC(C)(C)[O-].[Na+],Cc1ccccc1,0.804
train481,c1ccc(Nc2cccc3ccccc23)cc1,Brc1ccc(I)cc1,Brc1ccc(N(c2ccccc2)c2cccc3ccccc23)cc1,CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC(C)(C)[O-].O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[K+].[Pd].[Pd],Cc1ccccc1,0.88
train482,c1ccc(Nc2cccc3ccccc23)cc1,Brc1ccc(I)cc1,Brc1ccc(N(c2ccccc2)c2cccc3ccccc23)cc1,CC(=O)[O-].CC(=O)[O-].CC(C)(C)[O-].CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.[Na+].[Pd+2],Cc1ccccc1,0.93
train483,CC(C)(C)OC(=O)NC1CNC1,FC(F)(F)c1cnc(Cl)c(Cl)c1,CC(C)(C)OC(=O)NC1CN(c2ncc(C(F)(F)F)cc2Cl)C1,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.348
train484,CC(C)(C)OC(=O)NC1CCNCC1,FC(F)(F)c1cnc(Cl)c(Cl)c1,CC(C)(C)OC(=O)NC1CCN(c2ncc(C(F)(F)F)cc2Cl)CC1,[Cu],CN(C)C=O,0.46
train485,CC(C)(C)OC(=O)NC1CCNCC1,FC(F)(F)c1cnc(Cl)c(Cl)c1,CC(C)(C)OC(=O)NC1CCN(c2ncc(C(F)(F)F)cc2Cl)CC1,O=C([O-])[O-].[K+].[K+],[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],0.91
train486,C[C@@H]1CNCCN1,Fc1cnc(Cl)nc1,C[C@@H]1CN(c2ncc(F)cn2)CCN1,CCN(C(C)C)C(C)C,CC(C)O,1
train487,C[C@@H]1CNCCN1,Fc1ccccc1Br,C[C@@H]1CN(c2ccccc2F)CCN1,CC(C)(C)[O-].[Na+],Cc1ccccc1,0.55
train488,C[C@@H]1CNCCN1,Fc1ccc(-c2ccc(Br)cc2)cc1,C[C@@H]1CN(c2ccc(-c3ccc(F)cc3)cc2)CCN1,CC(C)(C)[O-].[Na+],Cc1ccccc1,0.5
train489,COC(=O)C1CCNCC1,Cc1cc(Br)cnc1Cl,COC(=O)C1CCN(c2ncc(Br)cc2C)CC1,CCN(C(C)C)C(C)C,CC(=O)N(C)C,0.26
train490,CC(C)(C)OC(=O)NC1CCNCC1,Fc1ccc(Cl)nc1,CC(C)(C)OC(=O)NC1CCN(c2ccc(Cl)nc2)CC1,CCN(CC)CC,CS(C)=O,0.29
train491,CC(C)(C)OC(=O)NC1CCNCC1,Fc1ccc(Cl)nc1,CC(C)(C)OC(=O)NC1CCN(c2ccc(F)cn2)CC1,CCN(CC)CC,CS(C)=O,0.09
train492,CC(C)(C)OC(=O)NC1CCNCC1,FC(F)(F)c1ccnc(Br)c1,CC(C)(C)OC(=O)NC1CCN(c2cc(C(F)(F)F)ccn2)CC1,CCN(CC)CC,CS(C)=O,0.71
train493,O=C1CCCN1,CCOC(=O)c1cc2scc(Br)c2n1Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,CCOC(=O)c1cc2scc(N3CCCC3=O)c2n1Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,CNCCNC.O=P([O-])([O-])[O-].[Cu+2].[I-].[I-].[K+].[K+].[K+],Cc1ccccc1,0.38
train494,C1CNCCN1,COc1cc(Cl)cc(C(C)Nc2cc(F)ccc2S(C)(=O)=O)c1OC,COc1cc(Cl)cc(C(C)Nc2cc(N3CCNCC3)ccc2S(C)(=O)=O)c1OC,CCN(C(C)C)C(C)C,CC#N,0.03
